Pedido_ID,Data,Categoria,Produto,Quantidade,Preco_Unitario,Receita
1220,2025-02-19,Móveis,Luminária,2,1946.33,3892.66
1220,2025-02-19,Vestuário,Jaqueta,2,163.95,327.9
1220,2025-02-19,Móveis,Mesa,4,1734.34,6937.36
1221,2025-02-19,Móveis,Cadeira,2,876.4,1752.8
1221,2025-02-19,Vestuário,Boné,2,342.28,684.56
1221,2025-02-19,Móveis,Luminária,1,202.32,202.32
1222,2025-02-19,Eletrônicos,Smart TV,1,2637.45,2637.45
1222,2025-02-19,Papelaria,Agenda,4,61.15,244.6
1222,2025-02-19,Vestuário,Tênis,2,107.91,215.82
1223,2025-02-20,Eletrônicos,Smartphone,4,3264.2,13056.8
1224,2025-02-20,Eletrônicos,Notebook,4,3731.73,14926.92
1225,2025-02-20,Papelaria,Mochila,4,61.98,247.92
1226,2025-02-20,Eletrônicos,Smartphone,4,406.61,1626.44
1226,2025-02-20,Móveis,Estante,4,353.66,1414.64
1226,2025-02-20,Eletrônicos,Tablet,4,334.15,1336.6
1227,2025-02-20,Alimentos,Café,4,8.96,35.84
1228,2025-02-20,Eletrônicos,Tablet,4,2108.03,8432.12
1228,2025-02-20,Vestuário,Tênis,3,141.91,425.73
1228,2025-02-20,Alimentos,Cereal,3,15.19,45.57
1229,2025-02-20,Móveis,Luminária,4,1684.73,6738.92
1229,2025-02-20,Vestuário,Tênis,4,317.65,1270.6
1230,2025-02-21,Papelaria,Caderno,2,79.05,158.1
1230,2025-02-21,Vestuário,Calça Jeans,4,285.59,1142.36
1231,2025-02-21,Vestuário,Boné,3,216.38,649.14
1231,2025-02-21,Papelaria,Caneta,3,19.73,59.19
1231,2025-02-21,Eletrônicos,Notebook,1,1014.77,1014.77
1232,2025-02-21,Papelaria,Caneta,2,75.49,150.98
1232,2025-02-21,Papelaria,Estojo,4,18.97,75.88
1232,2025-02-21,Alimentos,Café,3,40.52,121.56
1233,2025-02-21,Eletrônicos,Smart TV,2,3687.87,7375.74
1233,2025-02-21,Móveis,Luminária,2,630.55,1261.1
1234,2025-02-22,Vestuário,Boné,4,249.3,997.2
1234,2025-02-22,Alimentos,Chocolate,3,16.74,50.22
1235,2025-02-22,Papelaria,Agenda,1,52.54,52.54
1235,2025-02-22,Móveis,Cadeira,3,1320.07,3960.21
1235,2025-02-22,Alimentos,Biscoito,4,10.16,40.64
1236,2025-02-22,Eletrônicos,Tablet,2,766.28,1532.56
1236,2025-02-22,Vestuário,Camiseta,3,267.35,802.05
1236,2025-02-22,Eletrônicos,Smart TV,4,531.84,2127.36
1237,2025-02-22,Vestuário,Jaqueta,1,129.5,129.5
1237,2025-02-22,Alimentos,Cereal,4,42.83,171.32
1238,2025-02-22,Eletrônicos,Smart TV,2,2168.01,4336.02
1239,2025-02-22,Vestuário,Tênis,2,268.63,537.26
1239,2025-02-22,Eletrônicos,Notebook,4,3070.9,12283.6
1240,2025-02-22,Alimentos,Cereal,4,59.8,239.2
1240,2025-02-22,Móveis,Sofá,4,1832.97,7331.88
1240,2025-02-22,Alimentos,Chocolate,1,26.53,26.53
1241,2025-02-22,Móveis,Mesa,4,1587.01,6348.04
1241,2025-02-22,Papelaria,Caderno,1,49.58,49.58
1242,2025-02-23,Papelaria,Estojo,4,11.07,44.28
1242,2025-02-23,Vestuário,Calça Jeans,4,222.69,890.76
1243,2025-02-23,Eletrônicos,Fone de Ouvido,1,375.42,375.42
1243,2025-02-23,Papelaria,Caneta,3,86.38,259.14
1243,2025-02-23,Papelaria,Mochila,4,55.62,222.48
1244,2025-02-23,Eletrônicos,Smartphone,4,491.11,1964.44
1244,2025-02-23,Eletrônicos,Fone de Ouvido,3,3235.26,9705.78
1245,2025-02-24,Papelaria,Mochila,2,90.1,180.2
1245,2025-02-24,Móveis,Cadeira,2,1457.32,2914.64
1246,2025-02-24,Alimentos,Biscoito,2,43.51,87.02
1246,2025-02-24,Móveis,Cadeira,3,2331.08,6993.24
1247,2025-02-24,Alimentos,Chocolate,2,51.9,103.8
1248,2025-02-24,Móveis,Luminária,4,1208.16,4832.64
1248,2025-02-24,Eletrônicos,Tablet,1,1914.02,1914.02
1248,2025-02-24,Papelaria,Caneta,3,14.27,42.81
1249,2025-02-24,Vestuário,Jaqueta,1,169.79,169.79
1249,2025-02-24,Papelaria,Caderno,4,23.27,93.08
1249,2025-02-24,Papelaria,Estojo,4,50.87,203.48
1250,2025-02-24,Papelaria,Agenda,4,12.93,51.72
1251,2025-02-25,Alimentos,Suco,2,48.29,96.58
1251,2025-02-25,Vestuário,Camiseta,4,278.55,1114.2
1251,2025-02-25,Eletrônicos,Tablet,3,3434.4,10303.2
1252,2025-02-26,Eletrônicos,Fone de Ouvido,3,1487.27,4461.81
1252,2025-02-26,Vestuário,Jaqueta,3,338.29,1014.87
1253,2025-02-26,Móveis,Mesa,4,2086.88,8347.52
1253,2025-02-26,Eletrônicos,Tablet,2,3927.99,7855.98
1253,2025-02-26,Móveis,Estante,1,1840.37,1840.37
1254,2025-02-27,Móveis,Sofá,1,1103.18,1103.18
1254,2025-02-27,Eletrônicos,Smartphone,1,3924.99,3924.99
1255,2025-02-27,Papelaria,Caneta,3,67.39,202.17
1255,2025-02-27,Eletrônicos,Smartphone,2,2509.67,5019.34
1256,2025-02-27,Vestuário,Camiseta,1,167.16,167.16
1256,2025-02-27,Vestuário,Camiseta,2,244.09,488.18
1257,2025-02-27,Móveis,Sofá,4,249.46,997.84
1257,2025-02-27,Papelaria,Mochila,4,57.81,231.24
1257,2025-02-27,Alimentos,Café,3,16.08,48.24
1258,2025-02-27,Papelaria,Caneta,2,42.97,85.94
1259,2025-02-28,Papelaria,Estojo,1,34.38,34.38
1260,2025-03-01,Alimentos,Suco,4,34.63,138.52
1261,2025-03-01,Papelaria,Caderno,3,50.7,152.1
1261,2025-03-01,Alimentos,Biscoito,4,58.05,232.2
1261,2025-03-01,Papelaria,Caneta,4,15.81,63.24
1262,2025-03-01,Papelaria,Agenda,3,77.98,233.94
1263,2025-03-02,Alimentos,Biscoito,2,54.84,109.68
1263,2025-03-02,Alimentos,Café,3,37.9,113.7
1264,2025-03-02,Papelaria,Mochila,2,41.01,82.02
1265,2025-03-02,Alimentos,Café,2,49.2,98.4
1265,2025-03-02,Eletrônicos,Tablet,1,3938.82,3938.82
1266,2025-03-02,Móveis,Mesa,2,498.29,996.58
1266,2025-03-02,Vestuário,Jaqueta,3,81.91,245.73
1267,2025-03-02,Eletrônicos,Fone de Ouvido,1,2180.49,2180.49
1268,2025-03-03,Vestuário,Jaqueta,1,273.07,273.07
1268,2025-03-03,Alimentos,Chocolate,4,50.19,200.76
1269,2025-03-03,Móveis,Mesa,4,2066.21,8264.84
1270,2025-03-03,Vestuário,Boné,2,66.14,132.28
1270,2025-03-03,Eletrônicos,Tablet,2,1767.46,3534.92
1271,2025-03-03,Alimentos,Chocolate,1,46.19,46.19
1272,2025-03-03,Eletrônicos,Tablet,2,3253.85,6507.7
1272,2025-03-03,Alimentos,Cereal,1,6.71,6.71
1272,2025-03-03,Vestuário,Calça Jeans,4,130.77,523.08
1273,2025-03-04,Papelaria,Estojo,3,119.05,357.15
1274,2025-03-05,Eletrônicos,Tablet,4,1721.98,6887.92
1274,2025-03-05,Papelaria,Estojo,1,31.77,31.77
1274,2025-03-05,Alimentos,Suco,2,41.57,83.14
1275,2025-03-05,Eletrônicos,Fone de Ouvido,3,150.73,452.19
1275,2025-03-05,Alimentos,Chocolate,2,29.59,59.18
1275,2025-03-05,Papelaria,Agenda,3,67.86,203.58
1276,2025-03-05,Alimentos,Suco,4,5.99,23.96
1276,2025-03-05,Vestuário,Camiseta,3,123.51,370.53
1276,2025-03-05,Alimentos,Chocolate,4,43.46,173.84
1277,2025-03-05,Eletrônicos,Fone de Ouvido,1,2568.72,2568.72
1278,2025-03-05,Papelaria,Agenda,4,67.18,268.72
1278,2025-03-05,Eletrônicos,Smartphone,4,197.76,791.04
1278,2025-03-05,Papelaria,Caderno,1,99.82,99.82
1279,2025-03-06,Eletrônicos,Tablet,1,2433.9,2433.9
1279,2025-03-06,Móveis,Cadeira,4,784.7,3138.8
1280,2025-03-06,Alimentos,Chocolate,1,36.53,36.53
1280,2025-03-06,Móveis,Sofá,4,628.54,2514.16
1280,2025-03-06,Eletrônicos,Tablet,1,511.35,511.35
1281,2025-03-06,Papelaria,Mochila,4,100.37,401.48
1282,2025-03-07,Papelaria,Caderno,4,44.19,176.76
1282,2025-03-07,Móveis,Luminária,4,1615.14,6460.56
1283,2025-03-07,Móveis,Estante,3,669.84,2009.52
1284,2025-03-08,Alimentos,Café,3,32.84,98.52
1284,2025-03-08,Eletrônicos,Notebook,4,1543.13,6172.52
1285,2025-03-08,Vestuário,Jaqueta,4,74.81,299.24
1285,2025-03-08,Vestuário,Camiseta,1,174.15,174.15
1286,2025-03-08,Alimentos,Cereal,4,29.61,118.44
1287,2025-03-08,Móveis,Luminária,2,113.21,226.42
1288,2025-03-09,Móveis,Luminária,2,1472.92,2945.84
1288,2025-03-09,Vestuário,Jaqueta,1,44.2,44.2
1288,2025-03-09,Eletrônicos,Tablet,1,1245.56,1245.56
1289,2025-03-09,Alimentos,Cereal,1,32.91,32.91
1290,2025-03-09,Móveis,Estante,3,207.65,622.95
1290,2025-03-09,Móveis,Luminária,4,1046.98,4187.92
1290,2025-03-09,Alimentos,Suco,1,53.52,53.52
1291,2025-03-10,Móveis,Cadeira,2,1549.11,3098.22
1291,2025-03-10,Vestuário,Calça Jeans,1,242.89,242.89
1291,2025-03-10,Papelaria,Caneta,3,15.61,46.83
1292,2025-03-10,Eletrônicos,Smart TV,3,458.69,1376.07
1293,2025-03-10,Vestuário,Boné,2,247.17,494.34
1294,2025-03-10,Alimentos,Biscoito,2,5.56,11.12
1294,2025-03-10,Alimentos,Café,4,38.69,154.76
1294,2025-03-10,Alimentos,Suco,1,40.08,40.08
1295,2025-03-10,Móveis,Estante,4,1381.52,5526.08
1295,2025-03-10,Vestuário,Camiseta,4,252.36,1009.44
1296,2025-03-10,Alimentos,Café,3,9.64,28.92
1296,2025-03-10,Vestuário,Boné,1,69.36,69.36
1296,2025-03-10,Eletrônicos,Smartphone,1,409.43,409.43
1297,2025-03-11,Papelaria,Estojo,3,96.81,290.43
1297,2025-03-11,Alimentos,Suco,1,36.86,36.86
1298,2025-03-11,Alimentos,Chocolate,2,25.35,50.7
1298,2025-03-11,Papelaria,Estojo,3,84.17,252.51
1298,2025-03-11,Vestuário,Tênis,4,167.77,671.08
1299,2025-03-11,Eletrônicos,Smartphone,3,3794.58,11383.74
1300,2025-03-11,Vestuário,Tênis,3,151.25,453.75
1301,2025-03-12,Eletrônicos,Tablet,4,2194.68,8778.72
1302,2025-03-12,Eletrônicos,Smart TV,2,794.33,1588.66
1302,2025-03-12,Móveis,Estante,1,1376.59,1376.59
1303,2025-03-13,Alimentos,Cereal,2,13.8,27.6
1303,2025-03-13,Alimentos,Biscoito,2,30.22,60.44
1304,2025-03-14,Papelaria,Caneta,1,100.07,100.07
1304,2025-03-14,Móveis,Luminária,2,1556.51,3113.02
1304,2025-03-14,Papelaria,Caderno,4,49.33,197.32
1305,2025-03-14,Papelaria,Agenda,1,22.73,22.73
1305,2025-03-14,Móveis,Mesa,1,504.01,504.01
1306,2025-03-14,Alimentos,Cereal,4,21.63,86.52
1306,2025-03-14,Móveis,Estante,1,525.21,525.21
1306,2025-03-14,Papelaria,Agenda,3,116.14,348.42
1307,2025-03-15,Alimentos,Suco,1,27.1,27.1
1307,2025-03-15,Alimentos,Suco,2,21.53,43.06
1308,2025-03-15,Vestuário,Jaqueta,1,94.42,94.42
1309,2025-03-15,Eletrônicos,Tablet,3,2240.64,6721.92
1310,2025-03-15,Alimentos,Biscoito,2,37.95,75.9
1310,2025-03-15,Móveis,Sofá,2,191.16,382.32
1310,2025-03-15,Alimentos,Suco,4,8.18,32.72
1311,2025-03-16,Vestuário,Tênis,1,121.45,121.45
1311,2025-03-16,Alimentos,Cereal,3,55.53,166.59
1312,2025-03-16,Eletrônicos,Fone de Ouvido,3,3593.64,10780.92
1312,2025-03-16,Vestuário,Tênis,3,294.81,884.43
1313,2025-03-16,Papelaria,Agenda,3,59.8,179.4
1313,2025-03-16,Eletrônicos,Smart TV,1,162.2,162.2
1313,2025-03-16,Eletrônicos,Smartphone,3,3588.4,10765.2
1314,2025-03-16,Alimentos,Cereal,3,6.69,20.07
1314,2025-03-16,Móveis,Mesa,1,1244.42,1244.42
1314,2025-03-16,Alimentos,Cereal,2,43.09,86.18
1315,2025-03-17,Eletrônicos,Fone de Ouvido,1,2990.8,2990.8
1315,2025-03-17,Móveis,Cadeira,1,265.67,265.67
1316,2025-03-17,Papelaria,Caderno,4,93.1,372.4
1317,2025-03-17,Vestuário,Camiseta,2,261.41,522.82
1317,2025-03-17,Papelaria,Mochila,3,45.11,135.33
1317,2025-03-17,Papelaria,Agenda,2,113.98,227.96
1318,2025-03-17,Móveis,Estante,4,1354.18,5416.72
1319,2025-03-17,Eletrônicos,Notebook,4,3208.88,12835.52
1319,2025-03-17,Papelaria,Caneta,1,13.38,13.38
1320,2025-03-17,Papelaria,Caneta,4,37.32,149.28
1320,2025-03-17,Alimentos,Biscoito,3,37.08,111.24
1320,2025-03-17,Eletrônicos,Smartphone,1,2615.83,2615.83
1321,2025-03-17,Móveis,Estante,1,958.75,958.75
1322,2025-03-17,Eletrônicos,Notebook,4,2405.58,9622.32
1323,2025-03-18,Papelaria,Agenda,4,110.43,441.72
1323,2025-03-18,Vestuário,Tênis,2,188.94,377.88
1323,2025-03-18,Vestuário,Calça Jeans,3,293.61,880.83
1324,2025-03-18,Eletrônicos,Smart TV,1,1699.42,1699.42
1324,2025-03-18,Eletrônicos,Notebook,2,3164.61,6329.22
1324,2025-03-18,Eletrônicos,Notebook,2,1947.83,3895.66
1325,2025-03-18,Papelaria,Caderno,4,14.51,58.04
1326,2025-03-18,Eletrônicos,Smartphone,1,650.23,650.23
1326,2025-03-18,Alimentos,Chocolate,4,22.23,88.92
1326,2025-03-18,Vestuário,Jaqueta,1,168.82,168.82
1327,2025-03-18,Papelaria,Mochila,2,15.27,30.54
1327,2025-03-18,Vestuário,Boné,3,154.05,462.15
1328,2025-03-19,Eletrônicos,Smart TV,4,648.96,2595.84
1329,2025-03-19,Eletrônicos,Smartphone,3,555.65,1666.95
1329,2025-03-19,Alimentos,Suco,1,59.97,59.97
1329,2025-03-19,Móveis,Sofá,3,2177.97,6533.91
1330,2025-03-19,Vestuário,Jaqueta,4,148.34,593.36
1330,2025-03-19,Eletrônicos,Tablet,1,1753.54,1753.54
1330,2025-03-19,Papelaria,Caneta,1,29.38,29.38
1331,2025-03-19,Alimentos,Café,3,48.79,146.37
1331,2025-03-19,Móveis,Luminária,4,808.72,3234.88
1332,2025-03-20,Eletrônicos,Smart TV,3,478.56,1435.68
1332,2025-03-20,Alimentos,Biscoito,2,8.2,16.4
1333,2025-03-20,Vestuário,Boné,1,115.63,115.63
1333,2025-03-20,Vestuário,Boné,4,151.31,605.24
1334,2025-03-20,Eletrônicos,Smart TV,3,3803.06,11409.18
1334,2025-03-20,Eletrônicos,Fone de Ouvido,1,1706.52,1706.52
1335,2025-03-20,Papelaria,Agenda,4,58.37,233.48
1335,2025-03-20,Vestuário,Tênis,1,157.25,157.25
1336,2025-03-21,Vestuário,Jaqueta,1,152.43,152.43
1337,2025-03-21,Móveis,Luminária,3,920.33,2760.99
1337,2025-03-21,Vestuário,Tênis,4,235.4,941.6
1338,2025-03-21,Móveis,Sofá,4,1416.12,5664.48
1338,2025-03-21,Alimentos,Café,4,35.08,140.32
1338,2025-03-21,Eletrônicos,Smartphone,1,1270.91,1270.91
1339,2025-03-21,Alimentos,Suco,1,54.47,54.47
1339,2025-03-21,Eletrônicos,Tablet,4,1099.42,4397.68
1340,2025-03-21,Papelaria,Estojo,2,11.65,23.3
1341,2025-03-22,Papelaria,Caneta,1,108.05,108.05
1341,2025-03-22,Vestuário,Jaqueta,3,215.06,645.18
1342,2025-03-22,Móveis,Sofá,4,1031.6,4126.4
1343,2025-03-22,Alimentos,Café,4,23.99,95.96
1343,2025-03-22,Papelaria,Caderno,1,107.37,107.37
1343,2025-03-22,Vestuário,Calça Jeans,1,77.14,77.14
1344,2025-03-22,Alimentos,Café,3,57.69,173.07
1345,2025-03-22,Móveis,Mesa,1,1731.09,1731.09
1345,2025-03-22,Vestuário,Calça Jeans,3,87.7,263.1
1346,2025-03-22,Alimentos,Biscoito,1,31.47,31.47
1346,2025-03-22,Alimentos,Suco,4,51.4,205.6
1347,2025-03-22,Móveis,Mesa,4,2149.08,8596.32
1347,2025-03-22,Papelaria,Caderno,3,27.65,82.95
1347,2025-03-22,Papelaria,Mochila,1,117.83,117.83
1348,2025-03-23,Vestuário,Calça Jeans,4,34.54,138.16
1348,2025-03-23,Alimentos,Biscoito,2,54.93,109.86
1349,2025-03-23,Alimentos,Cereal,2,33.68,67.36
1350,2025-03-23,Móveis,Mesa,4,1244.56,4978.24
1350,2025-03-23,Papelaria,Caderno,1,57.7,57.7
1351,2025-03-24,Papelaria,Agenda,4,48.35,193.4
1351,2025-03-24,Vestuário,Jaqueta,2,44.74,89.48
1352,2025-03-24,Alimentos,Biscoito,1,18.52,18.52
1352,2025-03-24,Alimentos,Suco,2,41.43,82.86
1353,2025-03-24,Alimentos,Chocolate,4,59.63,238.52
1354,2025-03-24,Móveis,Cadeira,4,1625.06,6500.24
1355,2025-03-25,Vestuário,Tênis,1,301.13,301.13
1355,2025-03-25,Vestuário,Calça Jeans,4,323.84,1295.36
1355,2025-03-25,Vestuário,Jaqueta,1,100.67,100.67
1356,2025-03-25,Vestuário,Camiseta,2,86.07,172.14
1357,2025-03-25,Eletrônicos,Tablet,4,1810.82,7243.28
1358,2025-03-25,Alimentos,Biscoito,2,33.42,66.84
1358,2025-03-25,Alimentos,Cereal,3,12.91,38.73
1358,2025-03-25,Vestuário,Boné,4,164.22,656.88
1359,2025-03-25,Vestuário,Tênis,4,189.21,756.84
1359,2025-03-25,Móveis,Luminária,4,712.74,2850.96
1359,2025-03-25,Alimentos,Suco,3,39.98,119.94
1360,2025-03-25,Alimentos,Biscoito,3,30.3,90.9
1360,2025-03-25,Alimentos,Biscoito,1,44.97,44.97
1361,2025-03-25,Papelaria,Mochila,1,64.3,64.3
1361,2025-03-25,Móveis,Sofá,1,1120.55,1120.55
1362,2025-03-26,Móveis,Cadeira,3,2435.39,7306.17
1362,2025-03-26,Móveis,Luminária,4,1149.96,4599.84
1363,2025-03-26,Papelaria,Estojo,3,40.66,121.98
1363,2025-03-26,Papelaria,Caderno,3,102.57,307.71
1363,2025-03-26,Vestuário,Calça Jeans,1,316.73,316.73
1364,2025-03-26,Alimentos,Cereal,2,14.99,29.98
1365,2025-03-26,Papelaria,Agenda,4,67.38,269.52
1365,2025-03-26,Eletrônicos,Fone de Ouvido,2,1745.71,3491.42
1365,2025-03-26,Vestuário,Jaqueta,2,116.09,232.18
1366,2025-03-27,Eletrônicos,Fone de Ouvido,2,3072.17,6144.34
1366,2025-03-27,Eletrônicos,Smartphone,3,2877.69,8633.07
1366,2025-03-27,Papelaria,Caderno,4,112.29,449.16
1367,2025-03-27,Alimentos,Café,2,11.71,23.42
1367,2025-03-27,Móveis,Cadeira,3,757.77,2273.31
1368,2025-03-27,Móveis,Cadeira,2,928.82,1857.64
1369,2025-03-28,Papelaria,Agenda,1,113.92,113.92
1370,2025-03-28,Alimentos,Chocolate,4,13.97,55.88
1371,2025-03-29,Papelaria,Mochila,2,6.31,12.62
1371,2025-03-29,Eletrônicos,Notebook,4,1835.0,7340.0
1371,2025-03-29,Alimentos,Biscoito,1,49.94,49.94
1372,2025-03-29,Eletrônicos,Fone de Ouvido,1,1803.94,1803.94
1373,2025-03-30,Eletrônicos,Smart TV,4,2757.04,11028.16
1373,2025-03-30,Vestuário,Jaqueta,4,190.48,761.92
1374,2025-03-30,Alimentos,Chocolate,3,50.81,152.43
1374,2025-03-30,Alimentos,Chocolate,4,18.61,74.44
1374,2025-03-30,Papelaria,Caderno,2,68.12,136.24
1375,2025-03-30,Alimentos,Biscoito,1,24.41,24.41
1376,2025-03-30,Eletrônicos,Tablet,2,2970.89,5941.78
1376,2025-03-30,Móveis,Estante,2,954.05,1908.1
1377,2025-03-30,Alimentos,Biscoito,2,8.97,17.94
1378,2025-03-30,Papelaria,Caderno,2,78.8,157.6
1378,2025-03-30,Alimentos,Biscoito,1,10.58,10.58
1378,2025-03-30,Vestuário,Calça Jeans,4,322.71,1290.84
1379,2025-03-31,Vestuário,Boné,1,343.27,343.27
1379,2025-03-31,Móveis,Mesa,1,1790.93,1790.93
1380,2025-03-31,Alimentos,Café,3,26.87,80.61
1381,2025-04-01,Alimentos,Biscoito,4,55.9,223.6
1381,2025-04-01,Alimentos,Café,4,10.06,40.24
1381,2025-04-01,Alimentos,Suco,2,10.07,20.14
1382,2025-04-01,Móveis,Mesa,2,1789.1,3578.2
1382,2025-04-01,Alimentos,Chocolate,4,29.79,119.16
1383,2025-04-01,Eletrônicos,Fone de Ouvido,4,1193.72,4774.88
1383,2025-04-01,Vestuário,Boné,3,85.71,257.13
1384,2025-04-01,Eletrônicos,Notebook,3,2507.19,7521.57
1384,2025-04-01,Alimentos,Biscoito,2,16.14,32.28
1385,2025-04-01,Eletrônicos,Tablet,1,1721.38,1721.38
1385,2025-04-01,Móveis,Sofá,1,2347.04,2347.04
1386,2025-04-01,Eletrônicos,Notebook,1,1686.29,1686.29
1386,2025-04-01,Vestuário,Camiseta,3,189.37,568.11
1386,2025-04-01,Vestuário,Jaqueta,1,314.82,314.82
1387,2025-04-02,Alimentos,Café,2,41.89,83.78
1388,2025-04-02,Eletrônicos,Tablet,4,3528.26,14113.04
1389,2025-04-02,Eletrônicos,Smartphone,3,210.88,632.64
1389,2025-04-02,Vestuário,Jaqueta,3,176.86,530.58
1389,2025-04-02,Vestuário,Camiseta,2,245.32,490.64
1390,2025-04-02,Vestuário,Calça Jeans,3,287.63,862.89
1390,2025-04-02,Papelaria,Mochila,4,37.58,150.32
1391,2025-04-02,Alimentos,Chocolate,3,33.25,99.75
1391,2025-04-02,Alimentos,Cereal,1,47.39,47.39
1392,2025-04-03,Móveis,Mesa,3,1612.59,4837.77
1392,2025-04-03,Alimentos,Suco,4,50.85,203.4
1392,2025-04-03,Papelaria,Caneta,1,79.67,79.67
1393,2025-04-03,Papelaria,Caneta,2,99.85,199.7
1393,2025-04-03,Alimentos,Chocolate,4,6.21,24.84
1393,2025-04-03,Móveis,Estante,4,1278.63,5114.52
1394,2025-04-03,Eletrônicos,Fone de Ouvido,2,1727.23,3454.46
1394,2025-04-03,Eletrônicos,Smartphone,1,3707.5,3707.5
1394,2025-04-03,Móveis,Luminária,4,1987.65,7950.6
1395,2025-04-03,Vestuário,Jaqueta,4,290.52,1162.08
1396,2025-04-03,Alimentos,Suco,4,20.91,83.64
1396,2025-04-03,Papelaria,Estojo,2,55.98,111.96
1396,2025-04-03,Eletrônicos,Tablet,2,3008.74,6017.48
1397,2025-04-03,Móveis,Luminária,2,884.18,1768.36
1398,2025-04-04,Eletrônicos,Fone de Ouvido,3,3341.15,10023.45
1399,2025-04-04,Eletrônicos,Tablet,1,2756.22,2756.22
1399,2025-04-04,Papelaria,Mochila,3,52.67,158.01
1400,2025-04-04,Eletrônicos,Tablet,3,1917.88,5753.64
1400,2025-04-04,Móveis,Sofá,3,651.04,1953.12
1401,2025-04-05,Alimentos,Chocolate,2,53.49,106.98
1401,2025-04-05,Vestuário,Tênis,2,216.29,432.58
1402,2025-04-05,Vestuário,Tênis,3,129.52,388.56
1403,2025-04-05,Alimentos,Suco,3,36.46,109.38
1403,2025-04-05,Móveis,Cadeira,2,1097.86,2195.72
1403,2025-04-05,Eletrônicos,Fone de Ouvido,4,2764.07,11056.28
1404,2025-04-05,Vestuário,Camiseta,2,95.17,190.34
1404,2025-04-05,Alimentos,Biscoito,2,52.88,105.76
1404,2025-04-05,Móveis,Luminária,1,1771.91,1771.91
1405,2025-04-05,Móveis,Mesa,1,1329.48,1329.48
1406,2025-04-05,Vestuário,Camiseta,2,247.25,494.5
1407,2025-04-05,Móveis,Cadeira,1,143.5,143.5
1408,2025-04-06,Móveis,Cadeira,1,2198.01,2198.01
1409,2025-04-06,Papelaria,Mochila,3,37.83,113.49
1409,2025-04-06,Móveis,Estante,1,2069.44,2069.44
1409,2025-04-06,Móveis,Estante,2,132.08,264.16
1410,2025-04-06,Eletrônicos,Notebook,4,3621.83,14487.32
1410,2025-04-06,Vestuário,Tênis,4,88.15,352.6
1411,2025-04-06,Papelaria,Estojo,1,79.56,79.56
1411,2025-04-06,Vestuário,Calça Jeans,2,194.28,388.56
1411,2025-04-06,Papelaria,Agenda,1,69.29,69.29
1412,2025-04-06,Alimentos,Cereal,4,24.28,97.12
1412,2025-04-06,Alimentos,Suco,4,30.53,122.12
1412,2025-04-06,Alimentos,Chocolate,4,24.25,97.0
1413,2025-04-06,Alimentos,Chocolate,1,41.39,41.39
1413,2025-04-06,Eletrônicos,Smart TV,2,2583.16,5166.32
1413,2025-04-06,Móveis,Cadeira,1,1494.44,1494.44
1414,2025-04-06,Vestuário,Boné,2,196.74,393.48
1414,2025-04-06,Vestuário,Tênis,1,74.9,74.9
1415,2025-04-06,Papelaria,Agenda,4,49.46,197.84
1415,2025-04-06,Eletrônicos,Smart TV,2,1654.41,3308.82
1415,2025-04-06,Eletrônicos,Fone de Ouvido,2,1817.68,3635.36
1416,2025-04-07,Alimentos,Café,3,18.28,54.84
1416,2025-04-07,Vestuário,Tênis,3,261.79,785.37
1417,2025-04-07,Eletrônicos,Notebook,4,2830.2,11320.8
1417,2025-04-07,Alimentos,Chocolate,2,29.79,59.58
1417,2025-04-07,Eletrônicos,Smartphone,2,1166.64,2333.28
1418,2025-04-07,Móveis,Cadeira,4,1368.94,5475.76
1418,2025-04-07,Papelaria,Agenda,1,84.88,84.88
1418,2025-04-07,Alimentos,Suco,2,50.31,100.62
1419,2025-04-07,Móveis,Sofá,3,1207.66,3622.98
1419,2025-04-07,Papelaria,Caneta,4,85.38,341.52
1419,2025-04-07,Eletrônicos,Smart TV,1,986.34,986.34
1420,2025-04-07,Móveis,Luminária,3,2232.31,6696.93
1420,2025-04-07,Móveis,Sofá,2,193.55,387.1
1420,2025-04-07,Eletrônicos,Fone de Ouvido,3,2129.67,6389.01
1421,2025-04-08,Papelaria,Estojo,3,42.56,127.68
1421,2025-04-08,Alimentos,Biscoito,1,52.19,52.19
1421,2025-04-08,Alimentos,Cereal,4,36.41,145.64
1422,2025-04-08,Móveis,Cadeira,3,2406.78,7220.34
1423,2025-04-08,Móveis,Estante,2,1074.43,2148.86
1423,2025-04-08,Papelaria,Agenda,2,31.68,63.36
1423,2025-04-08,Vestuário,Camiseta,4,273.94,1095.76
1424,2025-04-08,Alimentos,Chocolate,4,35.99,143.96
1424,2025-04-08,Móveis,Luminária,3,1065.6,3196.8
1424,2025-04-08,Eletrônicos,Smart TV,3,3964.11,11892.33
1425,2025-04-08,Alimentos,Chocolate,3,43.91,131.73
1425,2025-04-08,Eletrônicos,Smart TV,3,2342.52,7027.56
1425,2025-04-08,Alimentos,Chocolate,1,23.8,23.8
1426,2025-04-08,Alimentos,Biscoito,4,59.76,239.04
1426,2025-04-08,Vestuário,Tênis,2,305.53,611.06
1426,2025-04-08,Papelaria,Caderno,4,62.96,251.84
1427,2025-04-09,Eletrônicos,Fone de Ouvido,1,2833.97,2833.97
1428,2025-04-09,Vestuário,Jaqueta,3,269.29,807.87
1428,2025-04-09,Papelaria,Caderno,4,25.63,102.52
1429,2025-04-09,Vestuário,Camiseta,2,297.96,595.92
